99871.0,32.54,44.0
99891.0,32.54,44.0
100076.0,32.54,44.0
100156.0,32.54,44.0
100251.0,32.54,44.0
100227.0,32.54,44.0
100197.0,32.54,44.0
100087.0,32.54,44.0
100098.0,32.54,44.0
100130.0,32.54,44.0
100074.0,32.54,44.0
100082.0,32.54,44.0
100031.0,32.54,44.0
100034.0,46.37,43.0
100016.0,46.37,43.0
100050.0,46.37,43.0
100094.0,46.37,43.0
100088.0,46.37,43.0
100069.0,46.37,43.0
99902.0,46.37,43.0
99766.0,46.37,43.0
99799.0,46.37,43.0
99838.0,46.37,43.0
99881.0,46.37,43.0
99872.0,46.37,43.0
99840.0,46.37,43.0
99802.0,46.37,43.0
99843.0,46.37,43.0
99832.0,46.37,43.0
99812.0,46.37,43.0
99781.0,46.37,43.0
99794.0,46.37,43.0
99755.0,46.37,43.0
99759.0,46.37,43.0
99744.0,46.37,43.0
99780.0,46.37,43.0
99751.0,46.37,43.0
99717.0,46.37,43.0
99614.0,46.37,43.0
99372.0,46.37,43.0
99406.0,46.37,43.0
99521.0,46.37,43.0
99529.0,46.37,43.0
99541.0,46.37,43.0
99441.0,46.37,43.0
99460.0,46.37,43.0
99450.0,46.37,43.0
99524.0,46.37,43.0
99614.0,46.37,43.0
99609.0,46.37,43.0
99627.0,46.37,43.0
99593.0,46.37,43.0
99644.0,46.37,43.0
99698.0,46.37,43.0
99744.0,46.37,43.0
99731.0,46.37,43.0
99645.0,46.37,43.0
99592.0,46.37,43.0
99665.0,46.37,43.0
99766.0,46.37,43.0
99816.0,46.37,43.0
99829.0,46.37,43.0
99759.0,46.37,43.0
99783.0,46.37,43.0
99743.0,46.37,43.0
99787.0,46.37,43.0
99841.0,26.39,39.0
99814.0,26.39,39.0
99835.0,26.39,39.0
99825.0,26.39,39.0
99903.0,26.39,39.0
99901.0,26.39,39.0
99923.0,26.39,39.0
99984.0,26.39,39.0
99926.0,26.39,39.0
99831.0,26.39,39.0
99748.0,26.39,39.0
99874.0,26.39,39.0
99930.0,26.39,39.0
99999.0,26.39,39.0
99970.0,26.39,39.0
99890.0,26.39,39.0
99866.0,26.39,39.0
99896.0,26.39,39.0
99974.0,26.39,39.0
99973.0,26.39,39.0
99967.0,26.39,39.0
99959.0,26.39,39.0
99967.0,26.39,39.0
99969.0,26.39,39.0
100024.0,26.39,39.0
100036.0,26.39,39.0
100104.0,26.39,39.0
100112.0,26.39,39.0
99949.0,26.39,39.0
99895.0,26.39,39.0
100005.0,26.39,39.0
